id,name,municipality_id/id,code
par_guayabal_guayabal_gu,Guayabal,mun_guayabal_gu,GUY
par_cazorla_guayabal_gu,Cazorla,mun_guayabal_gu,CAZ
par_valle_pascua_infante_gu,Valle de la Pascua,mun_infante_gu,VDP
par_espino_infante_gu,Espino,mun_infante_gu,ESP
par_san_juan_jgr_gu,San Juan de los Morros,mun_juan_german_roscio_gu,SJM
par_parapara_jgr_gu,Parapara,mun_juan_german_roscio_gu,PAR
par_cantagallo_jgr_gu,Cantagallo,mun_juan_german_roscio_gu,CAN
par_el_sombrero_jme_gu,El Sombrero,mun_julian_mellado_gu,ESM
par_sosa_jme_gu,Sosa,mun_julian_mellado_gu,SOS
par_las_mercedes_lme_gu,Las Mercedes,mun_las_mercedes_gu,LME
par_cabruta_lme_gu,Cabruta,mun_las_mercedes_gu,CAB
par_santa_rita_lme_gu,Santa Rita,mun_las_mercedes_gu,SRT
par_altagracia_mellado_gu,Altagracia de Orituco,mun_mellado_gu,ALT
par_san_francisco_mellado_gu,San Francisco Javier,mun_mellado_gu,SFJ
par_altagracia_monagas_gu,Altagracia,mun_moncagas_gu,ALT2
par_san_francisco_monagas_gu,San Francisco,mun_moncagas_gu,SFR
par_san_jose_monagas_gu,San José,mun_moncagas_gu,SJO
par_ortiz_ortiz_gu,Ortiz,mun_ortiz_gu,ORT
par_san_francisco_ortiz_gu,San Francisco de Macaira,mun_ortiz_gu,SFM
par_san_jose_ortiz_gu,San José de Tiznados,mun_ortiz_gu,SJT
par_san_lorenzo_ortiz_gu,San Lorenzo de Tiznados,mun_ortiz_gu,SLT
par_san_geronimo_sgg_gu,San Gerónimo de Guayabal,mun_san_geronimo_gu,SGG
par_guardatinajas_sgg_gu,Guardatinajas (sector),mun_san_geronimo_gu,GUA2
par_san_jose_sjg_gu,San José de Guaribe,mun_san_jose_gu,SJG
par_santa_maria_smi_gu,Santa María de Ipire,mun_santa_maria_gu,SMI
par_altamira_smi_gu,Altamira,mun_santa_maria_gu,ALT3
par_sanare_aeb_la,Sanare,mun_andres_eloy_blanco_la,SAN
par_burere_aeb_la,Burere,mun_andres_eloy_blanco_la,BUR
par_gustavo_villarroel_aeb_la,Gustavo Villarroel,mun_andres_eloy_blanco_la,GVI
par_duaca_crespo_la,Duaca,mun_crespo_la,DUA
par_santa_rosa_crespo_la,Santa Rosa,mun_crespo_la,SRO
par_catedral_iribarren_la,Catedral,mun_iribarren_la,CAT
par_concepcion_iribarren_la,Concepción,mun_iribarren_la,CON
par_el_carmen_iribarren_la,El Carmen,mun_iribarren_la,ECM
par_juarez_iribarren_la,Juárez,mun_iribarren_la,JUA
par_santa_rosa_iribarren_la,Santa Rosa,mun_iribarren_la,SRO2
par_tamaca_iribarren_la,Tamaca,mun_iribarren_la,TAM
par_union_iribarren_la,Unión,mun_iribarren_la,UNI
par_agueda_gonzalez_iribarren_la,Aguedo Felipe Alvarado,mun_iribarren_la,AFA
par_buena_vista_iribarren_la,Buena Vista,mun_iribarren_la,BVI
par_juarico_iribarren_la,Juárico,mun_iribarren_la,JCO
par_quibor_jimenez_la,Quíbor,mun_jimenez_la,QIB
par_tintorero_jimenez_la,Tintorero,mun_jimenez_la,TIN
par_jose_maria_blanco_jimenez_la,José María Blanco,mun_jimenez_la,JMB
par_cuara_jimenez_la,Cuara,mun_jimenez_la,CUA
par_diego_lozada_jimenez_la,Diego de Lozada,mun_jimenez_la,DDL
par_san_miguel_jimenez_la,San Miguel,mun_jimenez_la,SMI
par_san_pablo_jimenez_la,San Pablo,mun_jimenez_la,SPB
par_el_tocuyo_moran_la,El Tocuyo,mun_moran_la,TOC
par_anzoategui_moran_la,Anzoátegui,mun_moran_la,ANZ
par_bolivar_moran_la,Bolívar,mun_moran_la,BOL
par_guarico_moran_la,Guárico,mun_moran_la,GUA
par_humocaro_alto_moran_la,Humocaro Alto,mun_moran_la,HUA
par_humocaro_bajo_moran_la,Humocaro Bajo,mun_moran_la,HUB
par_la_candelaria_moran_la,La Candelaria,mun_moran_la,CAN
par_moran_moran_la,Morán,mun_moran_la,MOR2
par_cabudare_pal_la,Cabudare,mun_palavecino_la,CAB
par_jose_gregorio_pal_la,José Gregorio Bastidas,mun_palavecino_la,JGB
par_las_mercedes_pal_la,Las Mercedes,mun_palavecino_la,LME
par_sarare_spl_la,Sarare,mun_simon_planas_la,SAR
par_burere_spl_la,Burere,mun_simon_planas_la,BUR2
par_gustavo_plana_spl_la,Gustavo Vegas León,mun_simon_planas_la,GVL
par_carora_tor_la,Carora,mun_torres_la,CAR
par_aguada_grande_tor_la,Aguada Grande,mun_torres_la,AGG
par_atarigua_tor_la,Atarigua,mun_torres_la,ATA
par_chiquinquira_tor_la,Chiquinquirá,mun_torres_la,CHQ
par_el_blanco_tor_la,El Blanco,mun_torres_la,EBL
par_montes_de_oca_tor_la,Montes de Oca,mun_torres_la,MOC
par_quevado_tor_la,Quevado,mun_torres_la,QVD
par_reyes_vargas_tor_la,Reyes Vargas,mun_torres_la,RVA
par_san_francisco_tor_la,San Francisco,mun_torres_la,SFR
par_torres_tor_la,Torres,mun_torres_la,TOR2
par_siquisique_urd_la,Siquisique,mun_urdaneta_la,SIQ
par_moroturo_urd_la,Moroturo,mun_urdaneta_la,MOR3
par_san_miguel_urd_la,San Miguel,mun_urdaneta_la,SMI2
par_xaguas_urd_la,Xaguas,mun_urdaneta_la,XAG
par_presidente_betancourt_me,Presidente Betancourt,mun_alberto_adriani_me,PBE
par_presidente_paez_me,Presidente Páez,mun_alberto_adriani_me,PPA
par_presidente_romulo_gallegos_me,Rómulo Gallegos,mun_alberto_adriani_me,RGG
par_gabriel_picon_me,Gabriel Picón González,mun_alberto_adriani_me,GPG
par_hector_amable_me,Héctor Amable Mora,mun_alberto_adriani_me,HAM
par_joaquin_fernandez_me,Joaquín Fernández,mun_alberto_adriani_me,JFE
par_la_azulita_me,La Azulita,mun_andres_bello_me,LAZ
par_santa_cruz_mora_me,Santa Cruz de Mora,mun_antonio_pinto_salinas_me,SCM
par_mesa_bolivar_me,Mesa Bolívar,mun_antonio_pinto_salinas_me,MBV
par_mesa_mora_me,Mesa de las Palmas,mun_antonio_pinto_salinas_me,MDP
par_aricagua_me,Aricagua,mun_aricagua_me,ARI
par_san_antonio_me,San Antonio,mun_aricagua_me,SAN
par_canagua_me,Canaguá,mun_arzobispo_chacon_me,CAN
par_capuri_me,Capurí,mun_arzobispo_chacon_me,CAP
par_chacanta_me,Chacantá,mun_arzobispo_chacon_me,CHA
par_el_molino_me,El Molino,mun_arzobispo_chacon_me,EMO
par_guaimaral_me,Guaimaral,mun_arzobispo_chacon_me,GUA2
par_mucutuy_me,Mucutuy,mun_arzobispo_chacon_me,MCT
par_mucuchachi_me,Mucuchachí,mun_arzobispo_chacon_me,MCH
par_ejido_me,Ejido,mun_campo_elias_me,EJI
par_fernandez_peña_me,Fernández Peña,mun_campo_elias_me,FPE
par_matias_salazar_me,Matías Salazar,mun_campo_elias_me,MSA
par_montalban_me,Montalbán,mun_campo_elias_me,MON
par_torondoy_me,Torondoy,mun_campo_elias_me,TOR
par_tucani_me,Tucaní,mun_caracciolo_parra_olmedo_me,TUC
par_florencio_ramirez_me,Florencio Ramírez,mun_caracciolo_parra_olmedo_me,FLR
par_santo_domingo_me,Santo Domingo,mun_cardenal_quintero_me,SDO
par_las_piedras_me,Las Piedras,mun_cardenal_quintero_me,LPI
par_guaraque_me,Guaraque,mun_guaraque_me,GUA3
par_mesa_quintero_me,Mesa de Quintero,mun_guaraque_me,MDQ
par_rio_negro_me,Río Negro,mun_guaraque_me,RNE
par_arapuey_me,Arapuey,mun_julio_cesar_salas_me,ARP
par_palmira_me,Palmira,mun_julio_cesar_salas_me,PAL
par_torondoy_jbr_me,Torondoy,mun_justo_briceno_me,TOR2
par_san_cristobal_me,San Cristóbal,mun_justo_briceno_me,SCR
par_antonio_spinetti_me,Antonio Spinetti Dini,mun_libertador_me,ASD
par_arias_me,Arias,mun_libertador_me,ARI2
par_caracciolo_parra_me,Caracciolo Parra Pérez,mun_libertador_me,CPP
par_dominguez_me,Domingo Peña,mun_libertador_me,DPE
par_el_llano_me,El Llano,mun_libertador_me,LLA
par_gonzalo_picon_me,Gonzalo Picón Febres,mun_libertador_me,GPF
par_jacinto_plaza_me,Jacinto Plaza,mun_libertador_me,JPL
par_juan_rodriguez_me,Juan Rodríguez Suárez,mun_libertador_me,JRS
par_lasso_me,Lasso de la Vega,mun_libertador_me,LDV
par_mariano_me,Mariano Picón Salas,mun_libertador_me,MPS
par_milla_me,Milla,mun_libertador_me,MIL
par_osuna_me,Osuna Rodríguez,mun_libertador_me,OSU
par_sagrario_me,Sagrario,mun_libertador_me,SAG
par_simon_bolivar_me,Simón Bolívar,mun_libertador_me,SBO
par_sucre_libertador_me,Sucre,mun_libertador_me,SUC2
par_spinetti_me,Spinetti Dini,mun_libertador_me,SPD
par_el_morro_me,El Morro,mun_libertador_me,MOR
par_timotes_me,Timotes,mun_miranda_me,TIM
par_andres_elo_me,Andrés Eloy Blanco,mun_miranda_me,AEB2
par_pueblo_llano_me,Pueblo Llano,mun_miranda_me,PLL2
par_santa_elena_me,Santa Elena de Arenales,mun_obispo_ramos_lora_me,SEA
par_ezequiel_zamora_me,Ezequiel Zamora,mun_obispo_ramos_lora_me,EZA
par_el_cenizo_me,El Cenizo,mun_obispo_ramos_lora_me,CEN
par_santa_maria_caparo_me,Santa María de Caparo,mun_padre_noguera_me,SMC
par_mucuchies_me,Mucuchíes,mun_rangel_me,MUC
par_mucuruba_me,Mucurubá,mun_rangel_me,MUR
par_san_rafael_me,San Rafael,mun_rangel_me,SRA
par_cacute_me,Cacute,mun_rangel_me,CAC
par_la_toma_me,La Toma,mun_rangel_me,LTO
par_bailadores_me,Bailadores,mun_rivas_davila_me,BAI
par_geronimo_me,Gerónimo Maldonado,mun_rivas_davila_me,GMA
par_tabay_me,Tabay,mun_santos_marquina_me,TAB
par_lagunillas_me,Lagunillas,mun_sucre_me,LAG
par_chiguara_me,Chiguará,mun_sucre_me,CHI
par_estanques_me,Estanques,mun_sucre_me,EST
par_san_juan_me,San Juan,mun_sucre_me,SJU
par_tovar_me,Tovar,mun_tovar_me,TOV
par_el_llano_tovar_me,El Llano,mun_tovar_me,LLA2
par_san_francisco_tovar_me,San Francisco,mun_tovar_me,SFR
par_nueva_bolivia_me,Nueva Bolivia,mun_tulio_febres_cordero_me,NBO
par_independencia_me,Independencia,mun_tulio_febres_cordero_me,IND
par_maria_concepcion_me,María Concepción Palacios,mun_tulio_febres_cordero_me,MCP
par_santa_apolonia_me,Santa Apolonia,mun_tulio_febres_cordero_me,SAP
par_zea_me,Zea,mun_ze_me,ZEA
par_caño_tigre_me,Caño Tigre,mun_ze_me,CTI
par_araguita_acevedo_mi,Aragüita,mun_acevedo_mi,ARG
par_arevalo_acevedo_mi,Arévalo González,mun_acevedo_mi,ARE
par_capaya_acevedo_mi,Capaya,mun_acevedo_mi,CAP
par_caucagua_acevedo_mi,Caucagua,mun_acevedo_mi,CAU
par_el_cafe_acevedo_mi,El Café,mun_acevedo_mi,ECA
par_marizapa_acevedo_mi,Marizapa,mun_acevedo_mi,MRZ
par_panaquire_acevedo_mi,Panaquire,mun_acevedo_mi,PAN
par_ribas_acevedo_mi,Ribas,mun_acevedo_mi,RIB
par_cumbo_andres_bello_mi,Cumbo,mun_andres_bello_mi,CUM
par_san_jose_barlovento_mi,San José de Barlovento,mun_andres_bello_mi,SJB
par_el_cafetal_baruta_mi,El Cafetal,mun_baruta_mi,CAF
par_las_minas_baruta_mi,Las Minas,mun_baruta_mi,MIN
par_rosario_baruta_mi,Nuestra Señora del Rosario,mun_baruta_mi,ROS
par_curiepe_brion_mi,Curiepe,mun_brion_mi,CUR
par_higuerote_brion_mi,Higuerote,mun_brion_mi,HIG
par_tacarigua_brion_mi,Tacarigua de Brión,mun_brion_mi,TAC
par_mamporal_buroz_mi,Mamporal,mun_buroz_mi,MAP
par_carrizal_carrizal_mi,Carrizal,mun_carrizal_mi,CAR
par_chacao_chacao_mi,Chacao,mun_chacao_mi,CHA
par_charallave_cr_mi,Charallave,mun_cristobal_rojas_mi,CHA2
par_las_brisas_cr_mi,Las Brisas,mun_cristobal_rojas_mi,LBR
par_el_hatillo_hat_mi,El Hatillo,mun_el_hatillo_mi,HAT
par_los_teques_gua_mi,Los Teques,mun_guaicaipuro_mi,LTQ
par_altagracia_gua_mi,Altagracia de la Montaña,mun_guaicaipuro_mi,ALT
par_carrizal_gua_mi,Carrizal (sector),mun_guaicaipuro_mi,CAR2
par_cecilio_acosta_gua_mi,Cecilio Acosta,mun_guaicaipuro_mi,CCA
par_el_jarillo_gua_mi,El Jarillo,mun_guaicaipuro_mi,JAR
par_paracotos_gua_mi,Paracotos,mun_guaicaipuro_mi,PAR
par_san_pedro_gua_mi,San Pedro,mun_guaicaipuro_mi,SPD
par_santa_teresa_ind_mi,Santa Teresa del Tuy,mun_independencia_mi,STT
par_el_cartanal_ind_mi,El Cartanal,mun_independencia_mi,ECA2
par_ocumare_lander_mi,Ocumare del Tuy,mun_lander_mi,OCU
par_la_democracia_lander_mi,La Democracia,mun_lander_mi,LDE
par_santa_barbara_lander_mi,Santa Bárbara,mun_lander_mi,SBA
par_san_antonio_lsa_mi,San Antonio de los Altos,mun_los_salías_mi,SAA
par_rio_chico_paez_mi,Río Chico,mun_paez_mi,RCH
par_el_guapo_paez_mi,El Guapo,mun_paez_mi,EGU
par_tacarigua_paez_mi,Tacarigua de la Laguna,mun_paez_mi,TAC2
par_paparo_paez_mi,Paparo,mun_paez_mi,PAP
par_san_fernando_paez_mi,San Fernando del Guapo,mun_paez_mi,SFG
par_santa_lucia_pcastillo_mi,Santa Lucía,mun_paz_castillo_mi,SLC
par_cupira_pg_mi,Cúpira,mun_pedro_gual_mi,CUP
par_machurucuto_pg_mi,Machurucuto,mun_pedro_gual_mi,MAC
par_guarenas_plaza_mi,Guarenas,mun_plaza_mi,GUA2
par_san_francisco_yare_sbo_mi,San Francisco de Yare,mun_simon_bolivar_mi,SFY
par_san_antonio_yare_sbo_mi,San Antonio de Yare,mun_simon_bolivar_mi,SAY
par_petare_sucre_mi,Petare,mun_sucre_mi,PET
par_caucaguita_sucre_mi,Caucagüita,mun_sucre_mi,CAU2
par_filasi_sucre_mi,Filas de Mariche,mun_sucre_mi,FMA
par_la_dolores_sucre_mi,La Dolorita,mun_sucre_mi,LDO
par_cua_urdaneta_mi,Cúa,mun_urdaneta_mi,CUA
par_nueva_cua_urdaneta_mi,Nueva Cúa,mun_urdaneta_mi,NCU
par_guatire_zamora_mi,Guatire,mun_zamora_mi,GUA3
par_bolivar_zamora_mi,Bolívar,mun_zamora_mi,BOL
par_san_antonio_acosta_mo,San Antonio,mun_acosta_mo,SAN
par_san_francisco_acosta_mo,San Francisco,mun_acosta_mo,SFR
par_aguasay_aguasay_mo,Aguasay,mun_aguasay_mo,AGU
par_caripito_bolivar_mo,Caripito,mun_bolivar_mo,CAR
par_caripe_caripe_mo,Caripe,mun_caripe_mo,CAR2
par_teresen_caripe_mo,Teresen,mun_caripe_mo,TER
par_el_guacharo_caripe_mo,El Guácharo,mun_caripe_mo,EGU
par_sabana_caripe_mo,Sabana de Piedra,mun_caripe_mo,SPD
par_la_guna_caripe_mo,La Guanota,mun_caripe_mo,LGU
par_san_agustin_caripe_mo,San Agustín,mun_caripe_mo,SAG
par_caicara_cedeno_mo,Caicara,mun_cedeno_mo,CAI
par_areo_cedeno_mo,Areo,mun_cedeno_mo,ARE
par_san_felix_cedeno_mo,San Félix,mun_cedeno_mo,SFX
par_viento_fresco_cedeno_mo,Viento Fresco,mun_cedeno_mo,VFR
par_punta_mata_ez_mo,Punta de Mata,mun_ezequiel_zamora_mo,PDM
par_el_tejero_ez_mo,El Tejero,mun_ezequiel_zamora_mo,ETJ
par_temblador_libertador_mo,Temblador,mun_libertador_mo,TEM
par_chaguaramal_libertador_mo,Chaguaramal,mun_libertador_mo,CHA
par_las_alhuacas_libertador_mo,Las Alhuacas,mun_libertador_mo,ALH
par_tabasca_libertador_mo,Tabasca,mun_libertador_mo,TAB
par_san_simón_maturin_mo,San Simón,mun_maturin_mo,SSM
par_santa_cruz_maturin_mo,Santa Cruz,mun_maturin_mo,SCR
par_boqueron_maturin_mo,Boquerón,mun_maturin_mo,BOQ
par_las_cocuizas_maturin_mo,Las Cocuizas,mun_maturin_mo,LCO
par_san_vicente_maturin_mo,San Vicente,mun_maturin_mo,SVC
par_el_corozal_maturin_mo,El Corozo,mun_maturin_mo,ECO
par_el_furrial_maturin_mo,El Furrial,mun_maturin_mo,FUR
par_jusepin_maturin_mo,Jusepín,mun_maturin_mo,JUS
par_la_pica_maturin_mo,La Pica,mun_maturin_mo,LPI
par_san_jaquin_maturin_mo,San Joaquín,mun_maturin_mo,SJQ
par_aragua_piar_mo,Aragua,mun_piar_mo,ARA
par_chaguaramas_piar_mo,Chaguaramas,mun_piar_mo,CHG
par_quiriquire_punceres_mo,Quiriquire,mun_punceres_mo,QUI
par_cachipo_punceres_mo,Cachipo,mun_punceres_mo,CAC
par_santa_barbara_sb_mo,Santa Bárbara,mun_santa_barbara_mo,SBA
par_barrancas_sotillo_mo,Barrancas,mun_sotillo_mo,BAR
par_los_barrancos_sotillo_mo,Los Barrancos de Fajardo,mun_sotillo_mo,LBF
par_uracoa_uracoa_mo,Uracoa,mun_uracoa_mo,URA
par_paraguachi_antolin_ne,Paraguachí,mun_antolin_campo_ne,PGI
par_asuncion_arismendi_ne,La Asunción,mun_arismendi_ne,ASU
par_san_juan_diaz_ne,San Juan Bautista,mun_diaz_ne,SJB
par_zabala_diaz_ne,Zabala,mun_diaz_ne,ZAB
par_valle_espiritu_garcia_ne,El Valle del Espíritu Santo,mun_garcia_ne,VAL
par_francisco_fajardo_garcia_ne,Francisco Fajardo,mun_garcia_ne,FFJ
par_santa_ana_gomez_ne,Santa Ana,mun_gomez_ne,SAN
par_bolivar_gomez_ne,Bolívar,mun_gomez_ne,BOL
par_guevara_gomez_ne,Guevara,mun_gomez_ne,GUE
par_matias_salazar_gomez_ne,Matasiete,mun_gomez_ne,MAT
par_pampatar_maneiro_ne,Pampatar,mun_maneiro_ne,PAM
par_aguirre_maneiro_ne,Aguirre,mun_maneiro_ne,AGU
par_juan_griego_marcano_ne,Juan Griego,mun_marcano_ne,JGR
par_adrian_marcano_ne,Adrián,mun_marcano_ne,ADR
par_porlamar_marino_ne,Porlamar,mun_marino_ne,POR
par_boca_rio_macanao_ne,Boca de Río,mun_macanao_ne,BDR
par_san_francisco_macanao_ne,San Francisco,mun_macanao_ne,SFR
par_punta_piedras_tubores_ne,Punta de Piedras,mun_tubores_ne,PDP
par_zabala_tubores_ne,Los Barales,mun_tubores_ne,LBAR
par_san_pedro_villalba_ne,San Pedro de Coche,mun_villalba_ne,SPC
par_vicente_fuentes_villalba_ne,Vicente Fuentes,mun_villalba_ne,VFU
par_agua_blanca_po,Agua Blanca,mun_agua_blanca_po,AGB
par_araure_po,Araure,mun_araure_po,ARA
par_rio_aroa_po,Río Acarigua,mun_araure_po,RAC
par_piritu_esteller_po,Píritu,mun_esteller_po,PIR
par_urbana_esteller_po,Urbana,mun_esteller_po,URB
par_guanare_po,Guanare,mun_guanare_po,GUA
par_cordoba_po,Córdoba,mun_guanare_po,COR
par_san_jose_po,San José de la Montaña,mun_guanare_po,SJM
par_virgen_coro_po,Virgen de la Coromoto,mun_guanare_po,VCO
par_guanarito_po,Guanarito,mun_guanarito_po,GTO
par_trinidad_po,Trinidad de la Capilla,mun_guanarito_po,TRI
par_divina_pastora_po,Divina Pastora,mun_guanarito_po,DPA
par_chabasquen_po,Paraíso de Chabasquén,mun_jose_vicente_unda_po,CHB
par_masparrito_po,Masparrito,mun_jose_vicente_unda_po,MAS
par_ospino_po,Ospino,mun_ospino_po,OSP
par_aparicion_po,Aparición,mun_ospino_po,APA
par_la_estacion_po,La Estación,mun_ospino_po,LES
par_acarigua_po,Acarigua,mun_paez_po,ACA
par_payara_po,Payara,mun_paez_po,PAY
par_pimpinela_po,Pimpinela,mun_paez_po,PIM
par_papelon_po,Papelón,mun_papelon_po,PAP
par_caño_delgadito_po,Caño Delgadito,mun_papelon_po,CDG
par_boconoito_po,Boconoíto,mun_san_genaro_po,BOC
par_antolin_tovar_po,Antolín Tovar,mun_san_genaro_po,ATV
par_san_rafael_onoto_po,San Rafael de Onoto,mun_san_rafael_onoto_po,SRO
par_vega_azul_po,Vega de Azul,mun_san_rafael_onoto_po,VAZ
par_santa_fe_po,Santa Fe,mun_san_rafael_onoto_po,SFE
par_el_playon_po,El Playón,mun_santa_rosalia_po,EPL
par_florida_po,Florida,mun_santa_rosalia_po,FLO
par_biscucuy_po,Biscucuy,mun_sucre_po,BIS
par_concepcion_po,Concepción,mun_sucre_po,CON
par_san_rafael_palo_alto_po,San Rafael de Palo Alzado,mun_sucre_po,SPA
par_urbana_sucre_po,Urbana,mun_sucre_po,URB2
par_villa_bruzual_po,Villa Bruzual,mun_turen_po,VBR
par_canelones_po,Canelones,mun_turen_po,CAN
par_santa_cruz_po,Santa Cruz,mun_turen_po,SCR
par_san_isidro_po,San Isidro Labrador,mun_turen_po,SIL
par_casanay_su,Casanay,mun_andres_eloy_blanco_su,CAS
par_mariusa_su,Mariusa,mun_andres_eloy_blanco_su,MAR
par_san_jose_areocuar_su,San José de Areocuar,mun_andres_mata_su,SJA
par_tavera_acosta_su,Tavera Acosta,mun_andres_mata_su,TAC
par_rio_caribe_su,Río Caribe,mun_arismendi_su,RCA
par_san_jose_su,San José de Aerocuar,mun_arismendi_su,SJO
par_puerto_santo_su,Puerto Santo,mun_arismendi_su,PSA
par_el_morro_su,El Morro de Puerto Santo,mun_arismendi_su,EMO
par_guayacan_su,Guayacán,mun_arismendi_su,GUA
par_el_pilar_su,El Pilar,mun_benitez_su,EPI
par_el_rincon_su,El Rincón,mun_benitez_su,ERI
par_guaraunos_su,Guaraúnos,mun_benitez_su,GUN
par_tunapuicito_su,Tunapuicito,mun_benitez_su,TUP
par_guanoco_su,Guanoco,mun_benitez_su,GNO
par_santa_catalina_su,Santa Catalina,mun_bermudez_su,SCA
par_santa_rosa_su,Santa Rosa,mun_bermudez_su,SRO
par_santa_teresa_su,Santa Teresa,mun_bermudez_su,STE
par_bolivar_su,Bolívar,mun_bermudez_su,BOL2
par_macarapana_su,Macarapana,mun_bermudez_su,MAC
par_mariguitar_su,Marigüitar,mun_bolivar_su,MGU
par_yaguaraparo_su,Yaguaraparo,mun_cajigal_su,YAG
par_el_paujil_su,El Paujil,mun_cajigal_su,PAU
par_libertad_su,Libertad,mun_cajigal_su,LIB2
par_araya_su,Araya,mun_cruz_salmeron_su,ARA
par_chacopata_su,Chacopata,mun_cruz_salmeron_su,CHA
par_manicuare_su,Manicuare,mun_cruz_salmeron_su,MAN
par_tunapuy_su,Tunapuy,mun_libertador_su,TUN
par_campo_elias_su,Campo Elías,mun_libertador_su,CEL
par_irapa_su,Irapa,mun_marino_su,IRA
par_campo_claro_su,Campo Claro,mun_marino_su,CCL
par_san_antonio_su,San Antonio de Irapa,mun_marino_su,SAI
par_soro_su,Soro,mun_marino_su,SOR
par_san_antonio_golfo_su,San Antonio del Golfo,mun_mejia_su,SAG
par_cumanacoa_su,Cumanacoa,mun_montes_su,CUM
par_aricagua_su,Aricagua,mun_montes_su,ARI2
par_cocollar_su,Cocollar,mun_montes_su,COC
par_san_fernando_su,San Fernando,mun_montes_su,SFR
par_san_lorenzo_su,San Lorenzo,mun_montes_su,SLR
par_cariaco_su,Cariaco,mun_ribero_su,CAR
par_catuaro_su,Catuaro,mun_ribero_su,CTU
par_rendon_su,Rendón,mun_ribero_su,REN
par_santa_cruz_su,Santa Cruz,mun_ribero_su,SCR
par_santa_maria_su,Santa María,mun_ribero_su,SMA
par_ayacucho_su,Ayacucho,mun_sucre_su,AYA
par_santa_ines_su,Santa Inés,mun_sucre_su,SIN
par_valentin_valiente_su,Valentín Valiente,mun_sucre_su,VVA
par_san_jose_sucre_su,San José,mun_sucre_su,SJO2
par_gran_mariscal_su,Gran Mariscal,mun_sucre_su,GMA
par_altagracia_su,Altagracia,mun_sucre_su,ALT
par_guiria_su,Güiria,mun_valdez_su,GUI
par_cristobal_colon_su,Cristóbal Colón,mun_valdez_su,CCO
par_bideau_su,Bideau,mun_valdez_su,BID
par_punta_araya_su,Punta Araya,mun_valdez_su,PAR
par_cordero_ta,Cordero,mun_andres_bello_ta,COR
par_las_mesas_ta,Las Mesas,mun_antonio_romulo_costa_ta,LME
par_colon_ta,Colón,mun_ayacucho_ta,COL
par_rivas_boveda_ta,Rivas Boveda,mun_ayacucho_ta,RBO
par_san_felipe_ta,San Félix,mun_ayacucho_ta,SFX
par_san_antonio_ta,San Antonio,mun_bolivar_ta,SAN
par_palotal_ta,Palotal,mun_bolivar_ta,PAL
par_isaías_medina_ta,Isaías Medina,mun_bolivar_ta,IMD
par_tariba_ta,Táriba,mun_cardenas_ta,TAR
par_amenodoro_ta,Amenodoro Rangel Lamus,mun_cardenas_ta,ARL
par_la_florida_ta,La Florida,mun_cardenas_ta,LFL
par_santa_ana_ta,Santa Ana,mun_cordoba_ta,SAN2
par_henri_pittier_ta,Henri Pittier,mun_cordoba_ta,HPI
par_san_rafael_pinal_ta,San Rafael del Piñal,mun_fernandez_feo_ta,SRP
par_santo_domingo_ta,Santo Domingo,mun_fernandez_feo_ta,SDO
par_alto_viento_ta,Alto Viento,mun_fernandez_feo_ta,AVT
par_san_jose_bolivar_ta,San José de Bolívar,mun_francisco_de_miranda_ta,SJB
par_la_fria_ta,La Fría,mun_garcia_hevia_ta,LFR
par_boca_grita_ta,Boca de Grita,mun_garcia_hevia_ta,BDG
par_bermejo_ta,Bermejo,mun_garcia_hevia_ta,BER
par_palmira_ta,Palmira,mun_guasimos_ta,PAL2
par_capacho_nuevo_ta,Capacho Nuevo,mun_independencia_ta,CAN
par_romulo_gallegos_ta,Rómulo Gallegos,mun_independencia_ta,RGA
par_la_grita_ta,La Grita,mun_jauregui_ta,LGR
par_emilio_constant_ta,Emilio Constant,mun_jauregui_ta,EMC
par_bocono_ta,Bocono,mun_jauregui_ta,BOC
par_el_cobre_ta,El Cobre,mun_jose_maria_vargas_ta,ECO
par_rubio_ta,Rubio,mun_junin_ta,RUB
par_quinimari_ta,Quinimarí,mun_junin_ta,QNM
par_bramon_ta,Bramón,mun_junin_ta,BRA
par_capacho_viejo_ta,Capacho Viejo,mun_libertad_ta,CAV
par_cipriano_castro_ta,Cipriano Castro,mun_libertad_ta,CIC
par_manuel_felipe_ta,Manuel Felipe Rugeles,mun_libertad_ta,MFR
par_abejales_ta,Abejales,mun_libertador_ta,ABE
par_san_jose_ta,San José de Bolívar,mun_libertador_ta,SJB2
par_lobatera_ta,Lobatera,mun_lobatera_ta,LOB
par_constancia_ta,Constitución,mun_lobatera_ta,CON
par_michelena_ta,Michelena,mun_michelena_ta,MIC
par_coloncito_ta,Coloncito,mun_panamericano_ta,COL2
par_la_palma_ta,La Palmita,mun_panamericano_ta,LPA
par_urena_ta,Ureña,mun_pedro_maria_urena_ta,URE
par_nueva_arcadia_ta,Nueva Arcadia,mun_pedro_maria_urena_ta,NAR
par_delicias_ta,Delicias,mun_rafael_urdaneta_ta,DEL
par_san_jose_ta,San José,mun_rafael_urdaneta_ta,SJO
par_la_tendida_ta,La Tendida,mun_samuel_dario_maldonado_ta,LTE
par_bocono_maldonado_ta,Bocono,mun_samuel_dario_maldonado_ta,BOC2
par_hernandez_ta,Hernández,mun_samuel_dario_maldonado_ta,HER
par_san_cristobal_ta,San Cristóbal,mun_san_cristobal_ta,SCR
